"Chr","Start","End","Strand","Motif_Left","Motif_Right","Sum_Count"
"chr19",43770993,43771999,"-","CT","AC",5
"chr19",43771418,43775484,"+","GT","AG",1
"chr19",43771571,43771999,"-","CT","AC",16
"chr19",43772104,43772280,"-","CT","AC",93
"chr19",43772104,43773478,"-","CT","AC",403
"chr19",43772104,43773513,"-","CT","AC",8
"chr19",43772104,43773785,"-","CT","AC",109
"chr19",43772104,43773789,"-","CT","AC",1
"chr19",43772104,43774019,"-","CT","AC",2
"chr19",43772104,43774191,"-","CT","AC",6737
"chr19",43772104,43774296,"-","CT","AC",31
"chr19",43772104,43774535,"-","CT","AC",10
"chr19",43772104,43776540,"-","CT","AC",3
"chr19",43772104,43779822,"-","CT","AC",1
"chr19",43772104,43780702,"-","CT","AC",317
"chr19",43772104,43780911,"-","CT","AC",25
"chr19",43772104,43780925,"-","CT","AC",3
"chr19",43772104,43781226,"-","CT","AC",7
"chr19",43772104,43781236,"-","CT","AC",3
"chr19",43772104,43781724,"-","CT","AC",1
"chr19",43772104,43796255,"-","CT","AC",1
"chr19",43772111,43774391,"+","GT","AG",3
"chr19",43772132,43772280,"-","CT","AC",15
"chr19",43772132,43772782,"-","CT","AC",1
"chr19",43772132,43773478,"-","CT","AC",102
"chr19",43772132,43773513,"-","CT","AC",1
"chr19",43772132,43773781,"-","CT","AC",2
"chr19",43772132,43773785,"-","CT","AC",11
"chr19",43772132,43774019,"-","CT","AC",1
"chr19",43772132,43774191,"-","CT","AC",1682
"chr19",43772132,43774296,"-","CT","AC",5
"chr19",43772132,43776540,"-","CT","AC",1
"chr19",43772132,43780702,"-","CT","AC",80
"chr19",43772132,43784493,"-","CT","AC",7
"chr19",43772136,43772280,"-","CT","AC",66
"chr19",43772136,43773478,"-","CT","AC",551
"chr19",43772136,43773513,"-","CT","AC",33
"chr19",43772136,43773543,"-","CT","AC",1
"chr19",43772136,43773785,"-","CT","AC",185
"chr19",43772136,43774191,"-","CT","AC",37602
"chr19",43772136,43774296,"-","CT","AC",57
"chr19",43772136,43776540,"-","CT","AC",8
"chr19",43772136,43779721,"-","CT","AC",3
"chr19",43772136,43780702,"-","CT","AC",76
"chr19",43772136,43780911,"-","CT","AC",1
"chr19",43772136,43781226,"-","CT","AC",2
"chr19",43772136,43781236,"-","CT","AC",3
"chr19",43772152,43774208,"+","GT","AG",2
"chr19",43772159,43774191,"-","CT","AC",5
"chr19",43772347,43773785,"-","CT","AC",1
"chr19",43772436,43773478,"-","CT","AC",1
"chr19",43772436,43774191,"-","CT","AC",6
"chr19",43773642,43773785,"-","CT","AC",280
"chr19",43773642,43774191,"-","CT","AC",345
"chr19",43773642,43774296,"-","CT","AC",1
"chr19",43773642,43776540,"-","CT","AC",1
"chr19",43773642,43780702,"-","CT","AC",4
"chr19",43773642,43781226,"-","CT","AC",1
"chr19",43773803,43781236,"-","CT","AC",1
"chr19",43773892,43774191,"-","CT","AC",50
"chr19",43773892,43780925,"-","CT","AC",2
"chr19",43773900,43774191,"-","CT","AC",219
"chr19",43773900,43776540,"-","CT","AC",3
"chr19",43773900,43780911,"-","CT","AC",1
"chr19",43774245,43776562,"+","GC","AG",1
"chr19",43774257,43774391,"+","GC","AG",6
"chr19",43774257,43774406,"+","GC","AG",82
"chr19",43774333,43776540,"-","CT","AC",1
"chr19",43774333,43781226,"-","CT","AC",1
"chr19",43774333,43781236,"-","CT","AC",1
"chr19",43774338,43774391,"+","GT","AG",1
"chr19",43774347,43774547,"+","GT","AG",1
"chr19",43774451,43776562,"+","GC","AG",4
"chr19",43774458,43776540,"-","CT","AC",2
"chr19",43774468,43780706,"+","GT","AG",1
"chr19",43774521,43774590,"+","GT","AG",1
"chr19",43774554,43776540,"-","CT","AC",1
"chr19",43774554,43781236,"-","CT","AC",1
"chr19",43774563,43776540,"-","CT","AC",1
"chr19",43774563,43780702,"-","CT","AC",2
"chr19",43774579,43776562,"+","GC","AG",6
"chr19",43774620,43775063,"-","CT","AC",17
"chr19",43774620,43775833,"-","CT","AC",1
"chr19",43774620,43776176,"-","CT","AC",3
"chr19",43774620,43776337,"-","CT","AC",7
"chr19",43774620,43776423,"-","CT","AC",1
"chr19",43774620,43776446,"-","CT","AC",2
"chr19",43774620,43776540,"-","CT","AC",25226
"chr19",43774620,43776546,"-","CT","AC",1
"chr19",43774620,43777467,"-","CT","AC",2
"chr19",43774620,43779271,"-","CT","AC",13
"chr19",43774620,43779721,"-","CT","AC",4
"chr19",43774620,43780702,"-","CT","AC",3131
"chr19",43774620,43780911,"-","CT","AC",15
"chr19",43774620,43780925,"-","CT","AC",5
"chr19",43774620,43781226,"-","CT","AC",60
"chr19",43774620,43781236,"-","CT","AC",49
"chr19",43774620,43781324,"-","CT","AC",1
"chr19",43774620,43781389,"-","CT","AC",4
"chr19",43774620,43781768,"-","CT","AC",1
"chr19",43774620,43782788,"-","CT","AC",5
"chr19",43774693,43776540,"-","CT","AC",1
"chr19",43774723,43780702,"-","CT","AC",1
"chr19",43774770,43776345,"+","GC","AG",1
"chr19",43774809,43774939,"-","CT","GC",1
"chr19",43774812,43774853,"-","CT","GC",1
"chr19",43774940,43775093,"-","CT","GC",1
"chr19",43775159,43776540,"-","CT","AC",11
"chr19",43775159,43780702,"-","CT","AC",5
"chr19",43775162,43776540,"-","CT","AC",10
"chr19",43775162,43780702,"-","CT","AC",3
"chr19",43775730,43775768,"+","GT","AG",1
"chr19",43775960,43776540,"-","CT","AC",1
"chr19",43776228,43776266,"-","CT","GC",1
"chr19",43776236,43776266,"-","CT","GC",1
"chr19",43776424,43776540,"-","CT","AC",2193
"chr19",43776424,43777251,"-","CT","AC",1
"chr19",43776424,43777467,"-","CT","AC",1
"chr19",43776424,43779271,"-","CT","AC",5
"chr19",43776424,43779721,"-","CT","AC",1
"chr19",43776424,43780702,"-","CT","AC",47
"chr19",43776424,43780911,"-","CT","AC",1
"chr19",43776424,43780925,"-","CT","AC",1
"chr19",43776424,43781236,"-","CT","AC",2
"chr19",43776438,43776540,"-","CT","AC",14
"chr19",43776599,43780702,"-","CT","AC",3
"chr19",43776637,43777251,"-","CT","AC",33
"chr19",43776637,43777400,"-","CT","AC",45
"chr19",43776637,43777467,"-","CT","AC",102
"chr19",43776637,43777845,"-","CT","AC",2
"chr19",43776637,43778439,"-","CT","AC",1
"chr19",43776637,43779271,"-","CT","AC",55
"chr19",43776637,43779721,"-","CT","AC",163
"chr19",43776637,43779822,"-","CT","AC",3
"chr19",43776637,43779850,"-","CT","AC",22
"chr19",43776637,43780702,"-","CT","AC",21816
"chr19",43776637,43780709,"-","CT","AC",1
"chr19",43776637,43780911,"-","CT","AC",75
"chr19",43776637,43780925,"-","CT","AC",2
"chr19",43776637,43781226,"-","CT","AC",160
"chr19",43776637,43781236,"-","CT","AC",94
"chr19",43776637,43781724,"-","CT","AC",1
"chr19",43776637,43782788,"-","CT","AC",9
"chr19",43776637,43796255,"-","CT","AC",1
"chr19",43776639,43780706,"+","GT","AG",8
